,y_test,y_pred,residual
2651,514,175017.65130069797,-174503.65130069797
1102,1996,175021.13035119296,-173025.13035119296
5878,225,175051.72338743226,-174826.72338743226
539,1300,175068.62098975983,-173768.62098975983
5187,850,175082.27841299985,-174232.27841299985
5796,168,175084.9892705235,-174916.9892705235
3987,1044,175086.76173760966,-174042.76173760966
1004,1789,175099.13830117503,-173310.13830117503
1204,350,175116.1809200274,-174766.1809200274
3561,1749,175116.82481497267,-173367.82481497267
5761,3080,175119.58384126003,-172039.58384126003
453,629,175122.99269921432,-174493.99269921432
724,2800,175123.50417792215,-172323.50417792215
4256,300,175126.56271888874,-174826.56271888874
3998,2693,175129.70118295608,-172436.70118295608
5835,575,175164.58736210497,-174589.58736210497
4939,1000,175174.38682784894,-174174.38682784894
4170,1750,175176.88832629533,-173426.88832629533
4628,1700,175205.7826306705,-173505.7826306705
2367,225,175210.95028620155,-174985.95028620155
1637,1173,175215.8990357546,-174042.8990357546
4264,1200,175224.02572176562,-174024.02572176562
370,650,175225.38654106468,-174575.38654106468
5607,1750,175230.5970709389,-173480.5970709389
4323,776,175233.11979948045,-174457.11979948045
1793,1499,175234.75194206974,-173735.75194206974
3029,1550,175237.39355486401,-173687.39355486401
3781,2724,175248.32925992113,-172524.32925992113
3557,3566,175250.15787686483,-171684.15787686483
4340,225,175252.76964242492,-175027.76964242492
3830,1011,175255.4108904269,-174244.4108904269
8,3000,175255.93337411754,-172255.93337411754
2092,1500,175262.46312733428,-173762.46312733428
5569,827,175264.4351768668,-174437.4351768668
5955,6430,175269.76095376286,-168839.76095376286
4523,2221,175271.00110121726,-173050.00110121726
3193,1924,175271.54915140203,-173347.54915140203
412,1500,175272.261598952,-173772.261598952
3769,680,175277.08100601676,-174597.08100601676
5605,1765,175279.6433593764,-173514.6433593764
3351,2781,175282.12609216396,-172501.12609216396
4821,3000,175282.1600294241,-172282.1600294241
2761,1500,175284.17452199964,-173784.17452199964
3255,1843,175284.2600634239,-173441.2600634239
638,564,175296.40066854155,-174732.40066854155
3368,900,175297.68101138534,-174397.68101138534
357,1200,175298.73020611488,-174098.73020611488
4977,2265,175299.06680245296,-173034.06680245296
3105,1500,175299.69105320203,-173799.69105320203
1870,886,175303.31118425872,-174417.31118425872
4044,1366,175304.06993296958,-173938.06993296958
3997,1224,175307.1433828758,-174083.1433828758
4953,642,175307.21984428223,-174665.21984428223
3335,5000,175312.65248048905,-170312.65248048905
4512,2625,175318.01663584518,-172693.01663584518
544,190,175318.0171372842,-175128.0171372842
2739,700,175320.153654016,-174620.153654016
3770,2654,175326.5320194206,-172672.5320194206
5493,598,175331.86305463492,-174733.86305463492
561,1865,175334.87378449755,-173469.87378449755
4205,380,175342.42997690363,-174962.42997690363
180,1417,175352.32440724625,-173935.32440724625
3962,1248,175354.6249612463,-174106.6249612463
449,960,175357.7606946938,-174397.7606946938
389,2547,175361.37058186068,-172814.37058186068
3383,1240,175365.0599262321,-174125.0599262321
6204,1167,175372.2259730675,-174205.2259730675
562,1698,175377.72027609186,-173679.72027609186
4745,800,175378.93095016124,-174578.93095016124
1640,2822,175396.31964826517,-172574.31964826517
3093,700,175424.2205242287,-174724.2205242287
4173,550,175424.2642643556,-174874.2642643556
343,1212,175432.4578891196,-174220.4578891196
2158,1300,175445.2245928209,-174145.2245928209
3384,4314,175449.31733589643,-171135.31733589643
3371,2350,175450.9589759071,-173100.9589759071
2344,692,175455.86363835682,-174763.86363835682
2296,837,175457.04801586785,-174620.04801586785
2240,2436,175457.41413418556,-173021.41413418556
5890,813,175465.08094290554,-174652.08094290554
5025,599,175479.86195601223,-174880.86195601223
5631,427,175480.06956773016,-175053.06956773016
620,1200,175486.1631441771,-174286.1631441771
5442,1190,175488.71636872075,-174298.71636872075
3109,1077,175496.87104534486,-174419.87104534486
705,640,175499.7236288737,-174859.7236288737
2010,1194,175517.19355830477,-174323.19355830477
211,199,175518.06434674567,-175319.06434674567
4439,225,175518.69349480374,-175293.69349480374
3097,199,175523.00677055586,-175324.00677055586
414,1680,175535.00621371693,-173855.00621371693
5524,2421,175539.86907017246,-173118.86907017246
2987,2200,175542.72218310006,-173342.72218310006
4258,1300,175556.81858608034,-174256.81858608034
2162,400,175566.7702066721,-175166.7702066721
4633,1293,175574.52358703062,-174281.52358703062
5405,4400,175575.59428644576,-171175.59428644576
5593,400,175587.48212802835,-175187.48212802835
3083,713,175588.43949878096,-174875.43949878096
2474,400,175592.1677076154,-175192.1677076154
5346,700,175593.22096537202,-174893.22096537202
503,780,175593.78882423943,-174813.78882423943
4234,600,175595.90501840276,-174995.90501840276
6222,600,175597.43779891953,-174997.43779891953
4220,364,175602.31838294913,-175238.31838294913
1816,590,175604.6999923304,-175014.6999923304
1577,175,175611.59149970574,-175436.59149970574
2937,3199,175614.9666966191,-172415.9666966191
2019,700,175616.95395055946,-174916.95395055946
5093,1668,175617.75811238066,-173949.75811238066
2573,320,175620.3474071011,-175300.3474071011
2008,754,175621.43823855635,-174867.43823855635
1783,554,175635.1895785495,-175081.1895785495
5730,1300,175636.75034489643,-174336.75034489643
2216,1200,175639.22218974135,-174439.22218974135
369,1800,175642.0744260351,-173842.0744260351
3375,1317,175642.26746162385,-174325.26746162385
1379,850,175644.20434162003,-174794.20434162003
4624,1017,175646.77318324597,-174629.77318324597
1218,395,175670.15158953363,-175275.15158953363
2186,300,175676.03634560204,-175376.03634560204
4660,1405,175683.55989298932,-174278.55989298932
2878,3056,175692.19426692213,-172636.19426692213
3009,4245,175694.8684627204,-171449.8684627204
2,3396,175695.8040152318,-172299.8040152318
3013,3396,175696.07931720276,-172300.07931720276
480,1500,175696.23336523017,-174196.23336523017
3888,225,175697.22944381484,-175472.22944381484
5534,1256,175701.35634860175,-174445.35634860175
3663,1249,175702.46364551465,-174453.46364551465
4762,838,175703.80233082263,-174865.80233082263
5009,876,175704.19066534887,-174828.19066534887
5499,777,175707.3252701611,-174930.3252701611
5981,393,175712.68487882757,-175319.68487882757
3044,1680,175717.28337338625,-174037.28337338625
6096,277,175725.00052295034,-175448.00052295034
3992,800,175727.0118652965,-174927.0118652965
5337,584,175728.40236779914,-175144.40236779914
3326,418,175733.02860480582,-175315.02860480582
659,1270,175740.21572641525,-174470.21572641525
4689,720,175748.4196128618,-175028.4196128618
6081,818,175760.17287439454,-174942.17287439454
1196,1792,175792.18168793796,-174000.18168793796
3158,1187,175792.99759707827,-174605.99759707827
1172,691,175799.63926471255,-175108.63926471255
4461,1500,175875.03919336837,-174375.03919336837
5107,1829,175890.10708990728,-174061.10708990728
4475,5283,175902.39592902292,-170619.39592902292
2085,1400,175926.7475276533,-174526.7475276533
1242,410,175944.0544418459,-175534.0544418459
6058,3500,175953.27049314557,-172453.27049314557
105,950,175963.6519381166,-175013.6519381166
5830,199,175963.75228979051,-175764.75228979051
3593,2260,175978.42356600336,-173718.42356600336
4966,1800,175982.85956086774,-174182.85956086774
4158,985,175986.78062975826,-175001.78062975826
1028,392,175997.67757447858,-175605.67757447858
4898,2005,176002.7640468914,-173997.7640468914
5224,1890,176005.35579152667,-174115.35579152667
0,1599,176008.79939729333,-174409.79939729333
2531,707,176041.51589191257,-175334.51589191257
2303,1642,176042.1149127281,-174400.1149127281
2769,5786,176049.16586954505,-170263.16586954505
4571,1868,176051.09866993208,-174183.09866993208
1519,1100,176052.58567612572,-174952.58567612572
3604,1500,176053.89892986332,-174553.89892986332
2273,2500,176062.2757642611,-173562.2757642611
2915,800,176063.17986134594,-175263.17986134594
519,4802,176077.325551492,-171275.325551492
3081,384,176094.70786139442,-175710.70786139442
5929,1090,176100.18663697143,-175010.18663697143
5601,950,176100.53604296062,-175150.53604296062
2327,2450,176100.646200634,-173650.646200634
3439,1637,176116.8294532285,-174479.8294532285
5938,1126,176117.58967334914,-174991.58967334914
3185,1499,176119.1707416722,-174620.1707416722
3171,963,176121.69172807035,-175158.69172807035
967,200,176125.0541482249,-175925.0541482249
266,1903,176125.66739793363,-174222.66739793363
5028,3390,176127.02688843035,-172737.02688843035
3428,1841,176143.46767464813,-174302.46767464813
1665,6430,176147.5375374169,-169717.5375374169
185,750,176163.15484804826,-175413.15484804826
1808,1700,176193.8410159427,-174493.8410159427
5517,1436,176197.92763198985,-174761.92763198985
3608,1296,176206.60679813247,-174910.60679813247
3107,1296,176207.122024705,-174911.122024705
4359,2500,176225.43724460257,-173725.43724460257
2951,1169,176227.21783952133,-175058.21783952133
5546,2800,176230.54953372414,-173430.54953372414
3046,618,176249.94235935734,-175631.94235935734
4984,3109,176252.6526770166,-173143.6526770166
6174,5800,176253.03542495074,-170453.03542495074
2157,774,176265.26884503927,-175491.26884503927
1059,770,176267.25377925212,-175497.25377925212
153,1399,176293.00699285153,-174894.00699285153
183,1291,176307.38389592685,-175016.38389592685
2004,1196,176311.29832594263,-175115.29832594263
3062,6430,176341.10043814895,-169911.10043814895
465,3900,176359.3730356324,-172459.3730356324
3817,1000,176366.06311813128,-175366.06311813128
2441,900,176369.59110483574,-175469.59110483574
598,950,176402.32367985163,-175452.32367985163
654,679,176413.52592162104,-175734.52592162104
5351,2547,176423.78694195815,-173876.78694195815
2300,600,176429.81300804508,-175829.81300804508
5308,1058,176429.94050848793,-175371.94050848793
1728,700,176446.4094552716,-175746.4094552716
6033,1000,176447.28402028888,-175447.28402028888
2259,905,176457.63211192348,-175552.63211192348
3398,2986,176464.85847279773,-173478.85847279773
589,1300,176477.91039881887,-175177.91039881887
4246,1247,176496.02459942692,-175249.02459942692
6236,450,176501.79531061955,-176051.79531061955
1713,6430,176513.93187378492,-170083.93187378492
5990,1423,176520.11250658857,-175097.11250658857
2512,2999,176520.9662038482,-173521.9662038482
1617,225,176552.17717382277,-176327.17717382277
3898,930,176615.72058358832,-175685.72058358832
4134,1400,176624.58829656334,-175224.58829656334
1481,2540,176632.92558729943,-174092.92558729943
1278,1976,176643.18648910327,-174667.18648910327
1588,1100,176654.49580665643,-175554.49580665643
212,1300,176677.19651289284,-175377.19651289284
5312,2499,176682.42581572587,-174183.42581572587
895,2320,176694.2985430787,-174374.2985430787
4344,2714,176703.79497917657,-173989.79497917657
4815,2153,176745.26183692692,-174592.26183692692
6188,1350,176748.12592453024,-175398.12592453024
3022,2186,176801.88525669213,-174615.88525669213
5650,1300,176802.554788295,-175502.554788295
4166,700,176808.28717708084,-176108.28717708084
2691,792,176815.24607772945,-176023.24607772945
3626,6430,176824.4463194588,-170394.4463194588
4785,501,176828.5312254676,-176327.5312254676
1753,6430,176831.15363394053,-170401.15363394053
5894,713,176834.90260268352,-176121.90260268352
1175,1500,176843.2553467043,-175343.2553467043
5513,6430,176868.62535993158,-170438.62535993158
5702,3500,176871.47844965305,-173371.47844965305
2967,1745,176880.8113519262,-175135.8113519262
3457,2000,176912.94534177202,-174912.94534177202
3648,2071,176922.08245486446,-174851.08245486446
6243,1400,176935.55344693628,-175535.55344693628
527,678,176939.40448404424,-176261.40448404424
3263,4558,176939.95540720833,-172381.95540720833
3726,900,176943.66648867473,-176043.66648867473
1540,900,176958.51437186642,-176058.51437186642
3196,1047,176989.99796072685,-175942.99796072685
3530,6118,177016.1411465804,-170898.1411465804
3901,1791,177023.7035322997,-175232.7035322997
2912,1100,177040.80044821318,-175940.80044821318
2601,1500,177045.30045499903,-175545.30045499903
2668,4509,177058.28043209368,-172549.28043209368
3897,1364,177071.33054289274,-175707.33054289274
3782,1143,177109.4299619584,-175966.4299619584
2113,700,177126.90816772936,-176426.90816772936
498,1650,177143.3201709433,-175493.3201709433
1750,1650,177148.53844777256,-175498.53844777256
1084,799,177165.53903544517,-176366.53903544517
4961,3310,177186.28147007522,-173876.28147007522
4731,700,177206.56253050294,-176506.56253050294
1977,315,177210.338884751,-176895.338884751
1396,2771,177244.270741396,-174473.270741396
2690,1920,177294.18997536975,-175374.18997536975
2381,1450,177298.1356403371,-175848.1356403371
3186,2190,177325.1302996854,-175135.1302996854
3812,447,177325.91666859714,-176878.91666859714
184,2984,177333.67536433492,-174349.67536433492
1415,1801,177333.8046938811,-175532.8046938811
165,1700,177353.59513950007,-175653.59513950007
2172,2207,177359.10632569253,-175152.10632569253
4447,5160,177364.14624446648,-172204.14624446648
5549,900,177389.31819284413,-176489.31819284413
2795,900,177389.9564283436,-176489.9564283436
5666,920,177410.43453855667,-176490.43453855667
4985,1697,177411.0648741747,-175714.0648741747
325,2143,177418.29265329117,-175275.29265329117
6208,2727,177430.9115062728,-174703.9115062728
1946,225,177445.89995114712,-177220.89995114712
660,225,177456.60220843306,-177231.60220843306
4494,2496,177468.14781793553,-174972.14781793553
301,1390,177498.6332874512,-176108.6332874512
4117,199,177519.6708380586,-177320.6708380586
1341,830,177525.98878499106,-176695.98878499106
2763,2241,177528.3747467133,-175287.3747467133
1006,2893,177530.70660108587,-174637.70660108587
1866,647,177554.23904011483,-176907.23904011483
5536,501,177580.90541474917,-177079.90541474917
3890,500,177586.1922377027,-177086.1922377027
3549,914,177589.1481817173,-176675.1481817173
195,1174,177589.16475118836,-176415.16475118836
1861,4977,177598.42910624962,-172621.42910624962
2425,904,177619.29696305245,-176715.29696305245
5471,599,177625.55867611128,-177026.55867611128
2969,1671,177734.181135867,-176063.181135867
4392,926,177752.17183497775,-176826.17183497775
